Total Nacional;Comunidades y Ciudades Autónomas;Ámbito de estudio;Tasas de actividad, empleo y paro;Total
Total nacional;Cataluña;Medicina;Tasa de actividad;96,0
Total nacional;Cataluña;Medicina;Tasa de empleo;93,5
Total nacional;Cataluña;Medicina;Tasa de paro;2,6
Total nacional;Cataluña;Enfermería;Tasa de actividad;95,8
Total nacional;Cataluña;Enfermería;Tasa de empleo;95,1
Total nacional;Cataluña;Enfermería;Tasa de paro;0,7
Total nacional;Cataluña;Salud (Otros estudios);Tasa de actividad;98,3
Total nacional;Cataluña;Salud (Otros estudios);Tasa de empleo;90,7
Total nacional;Cataluña;Salud (Otros estudios);Tasa de paro;7,8
Total nacional;Cataluña;Servicios sociales;Tasa de actividad;94,3
Total nacional;Cataluña;Servicios sociales;Tasa de empleo;92,2
Total nacional;Cataluña;Servicios sociales;Tasa de paro;2,3
Total nacional;Cataluña;10 - SERVICIOS;Tasa de actividad;95,1
Total nacional;Cataluña;10 - SERVICIOS;Tasa de empleo;87,7
Total nacional;Cataluña;10 - SERVICIOS;Tasa de paro;7,7
Total nacional;Cataluña;Actividades físicas y deportivas;Tasa de actividad;98,8
Total nacional;Cataluña;Actividades físicas y deportivas;Tasa de empleo;94,5
Total nacional;Cataluña;Actividades físicas y deportivas;Tasa de paro;4,3
Total nacional;Cataluña;Viajes, turismo y ocio;Tasa de actividad;91,0
Total nacional;Cataluña;Viajes, turismo y ocio;Tasa de empleo;79,2
Total nacional;Cataluña;Viajes, turismo y ocio;Tasa de paro;12,9
Total nacional;Cataluña;Servicios (Otros estudios);Tasa de actividad;96,6
Total nacional;Cataluña;Servicios (Otros estudios);Tasa de empleo;94,4
Total nacional;Cataluña;Servicios (Otros estudios);Tasa de paro;2,4
Total nacional;Comunitat Valenciana;TOTAL;Tasa de actividad;93,3
Total nacional;Comunitat Valenciana;TOTAL;Tasa de empleo;85,2
Total nacional;Comunitat Valenciana;TOTAL;Tasa de paro;8,7
Total nacional;Comunitat Valenciana;01 - EDUCACIÓN;Tasa de actividad;92,5
Total nacional;Comunitat Valenciana;01 - EDUCACIÓN;Tasa de empleo;82,0
Total nacional;Comunitat Valenciana;01 - EDUCACIÓN;Tasa de paro;11,3
Total nacional;Comunitat Valenciana;Formación de docentes de enseñanza infantil;Tasa de actividad;90,8
Total nacional;Comunitat Valenciana;Formación de docentes de enseñanza infantil;Tasa de empleo;77,0
Total nacional;Comunitat Valenciana;Formación de docentes de enseñanza infantil;Tasa de paro;15,1
Total nacional;Comunitat Valenciana;Formación de docentes de enseñanza primaria;Tasa de actividad;92,9
Total nacional;Comunitat Valenciana;Formación de docentes de enseñanza primaria;Tasa de empleo;84,1
Total nacional;Comunitat Valenciana;Formación de docentes de enseñanza primaria;Tasa de paro;9,4
Total nacional;Comunitat Valenciana;Educación (Otros estudios);Tasa de actividad;95,0
Total nacional;Comunitat Valenciana;Educación (Otros estudios);Tasa de empleo;85,8
Total nacional;Comunitat Valenciana;Educación (Otros estudios);Tasa de paro;9,6
Total nacional;Comunitat Valenciana;02 - ARTES Y HUMANIDADES;Tasa de actividad;88,5
Total nacional;Comunitat Valenciana;02 - ARTES Y HUMANIDADES;Tasa de empleo;76,1
Total nacional;Comunitat Valenciana;02 - ARTES Y HUMANIDADES;Tasa de paro;14,0
Total nacional;Comunitat Valenciana;Técnicas audiovisuales y medios de comunicación;Tasa de actividad;96,3
Total nacional;Comunitat Valenciana;Técnicas audiovisuales y medios de comunicación;Tasa de empleo;81,6
Total nacional;Comunitat Valenciana;Técnicas audiovisuales y medios de comunicación;Tasa de paro;15,3
Total nacional;Comunitat Valenciana;Artes (Otros estudios);Tasa de actividad;81,6
Total nacional;Comunitat Valenciana;Artes (Otros estudios);Tasa de empleo;69,2
Total nacional;Comunitat Valenciana;Artes (Otros estudios);Tasa de paro;15,2
Total nacional;Comunitat Valenciana;Humanidades;Tasa de actividad;80,5
Total nacional;Comunitat Valenciana;Humanidades;Tasa de empleo;66,2
Total nacional;Comunitat Valenciana;Humanidades;Tasa de paro;17,8
Total nacional;Comunitat Valenciana;Lenguas;Tasa de actividad;96,8
Total nacional;Comunitat Valenciana;Lenguas;Tasa de empleo;86,4
Total nacional;Comunitat Valenciana;Lenguas;Tasa de paro;10,8
Total nacional;Comunitat Valenciana;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de actividad;93,1
Total nacional;Comunitat Valenciana;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de empleo;83,8
Total nacional;Comunitat Valenciana;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de paro;10,0
Total nacional;Comunitat Valenciana;Economía;Tasa de actividad;91,5
Total nacional;Comunitat Valenciana;Economía;Tasa de empleo;84,4
Total nacional;Comunitat Valenciana;Economía;Tasa de paro;7,7
Total nacional;Comunitat Valenciana;Psicología;Tasa de actividad;90,9
Total nacional;Comunitat Valenciana;Psicología;Tasa de empleo;78,6
Total nacional;Comunitat Valenciana;Psicología;Tasa de paro;13,6
Total nacional;Comunitat Valenciana;Ciencias sociales y del comportamiento (Otros estudios);Tasa de actividad;93,2
Total nacional;Comunitat Valenciana;Ciencias sociales y del comportamiento (Otros estudios);Tasa de empleo;88,3
Total nacional;Comunitat Valenciana;Ciencias sociales y del comportamiento (Otros estudios);Tasa de paro;5,3
Total nacional;Comunitat Valenciana;Periodismo y documentación;Tasa de actividad;100,0
Total nacional;Comunitat Valenciana;Periodismo y documentación;Tasa de empleo;86,1
Total nacional;Comunitat Valenciana;Periodismo y documentación;Tasa de paro;13,9
Total nacional;Comunitat Valenciana;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Tasa de actividad;90,9
Total nacional;Comunitat Valenciana;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Tasa de empleo;81,5
Total nacional;Comunitat Valenciana;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Tasa de paro;10,4
Total nacional;Comunitat Valenciana;Dirección y administración;Tasa de actividad;94,5
Total nacional;Comunitat Valenciana;Dirección y administración;Tasa de empleo;86,3
Total nacional;Comunitat Valenciana;Dirección y administración;Tasa de paro;8,7
Total nacional;Comunitat Valenciana;Negocios y administración (Otros estudios);Tasa de actividad;97,7
Total nacional;Comunitat Valenciana;Negocios y administración (Otros estudios);Tasa de empleo;79,2
Total nacional;Comunitat Valenciana;Negocios y administración (Otros estudios);Tasa de paro;19,0
Total nacional;Comunitat Valenciana;Derecho;Tasa de actividad;79,2
Total nacional;Comunitat Valenciana;Derecho;Tasa de empleo;70,8
Total nacional;Comunitat Valenciana;Derecho;Tasa de paro;10,6
Total nacional;Comunitat Valenciana;05 - CIENCIAS;Tasa de actividad;92,2
Total nacional;Comunitat Valenciana;05 - CIENCIAS;Tasa de empleo;81,8
Total nacional;Comunitat Valenciana;05 - CIENCIAS;Tasa de paro;11,3
Total nacional;Comunitat Valenciana;Ciencias de la vida;Tasa de actividad;93,3
Total nacional;Comunitat Valenciana;Ciencias de la vida;Tasa de empleo;81,9
Total nacional;Comunitat Valenciana;Ciencias de la vida;Tasa de paro;12,2
Total nacional;Comunitat Valenciana;Medio ambiente;Tasa de actividad;85,3
Total nacional;Comunitat Valenciana;Medio ambiente;Tasa de empleo;77,9
Total nacional;Comunitat Valenciana;Medio ambiente;Tasa de paro;8,7
Total nacional;Comunitat Valenciana;Ciencias químicas, físicas y geológicas;Tasa de actividad;95,2
Total nacional;Comunitat Valenciana;Ciencias químicas, físicas y geológicas;Tasa de empleo;83,2
Total nacional;Comunitat Valenciana;Ciencias químicas, físicas y geológicas;Tasa de paro;12,6
Total nacional;Comunitat Valenciana;Matemáticas y estadística;Tasa de actividad;89,8
Total nacional;Comunitat Valenciana;Matemáticas y estadística;Tasa de empleo;84,1
Total nacional;Comunitat Valenciana;Matemáticas y estadística;Tasa de paro;6,3
Total nacional;Comunitat Valenciana;06 - INFORMÁTICA;Tasa de actividad;98,9
Total nacional;Comunitat Valenciana;06 - INFORMÁTICA;Tasa de empleo;96,9
Total nacional;Comunitat Valenciana;06 - INFORMÁTICA;Tasa de paro;2,0
Total nacional;Comunitat Valenciana;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Tasa de actividad;96,6
Total nacional;Comunitat Valenciana;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Tasa de empleo;91,3
Total nacional;Comunitat Valenciana;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Tasa de paro;5,5
Total nacional;Comunitat Valenciana;Ingeniería y profesiones afines;Tasa de actividad;95,2
Total nacional;Comunitat Valenciana;Ingeniería y profesiones afines;Tasa de empleo;90,2
Total nacional;Comunitat Valenciana;Ingeniería y profesiones afines;Tasa de paro;5,3
Total nacional;Comunitat Valenciana;Industria manufacturera y producción;Tasa de actividad;96,5
Total nacional;Comunitat Valenciana;Industria manufacturera y producción;Tasa de empleo;91,0
Total nacional;Comunitat Valenciana;Industria manufacturera y producción;Tasa de paro;5,7
Total nacional;Comunitat Valenciana;Arquitectura y construcción;Tasa de actividad;98,4
Total nacional;Comunitat Valenciana;Arquitectura y construcción;Tasa de empleo;92,8
Total nacional;Comunitat Valenciana;Arquitectura y construcción;Tasa de paro;5,7
Total nacional;Comunitat Valenciana;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de actividad;90,9
Total nacional;Comunitat Valenciana;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de empleo;83,5
Total nacional;Comunitat Valenciana;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de paro;8,2
Total nacional;Comunitat Valenciana;Agricultura y ganadería;Tasa de actividad;89,1
Total nacional;Comunitat Valenciana;Agricultura y ganadería;Tasa de empleo;84,6
Total nacional;Comunitat Valenciana;Agricultura y ganadería;Tasa de paro;5,0
Total nacional;Comunitat Valenciana;Silvicultura;Tasa de actividad;87,1
Total nacional;Comunitat Valenciana;Silvicultura;Tasa de empleo;68,7
Total nacional;Comunitat Valenciana;Silvicultura;Tasa de paro;21,1
Total nacional;Comunitat Valenciana;Veterinaria;Tasa de actividad;100,0
Total nacional;Comunitat Valenciana;Veterinaria;Tasa de empleo;92,2
Total nacional;Comunitat Valenciana;Veterinaria;Tasa de paro;7,8
Total nacional;Comunitat Valenciana;09 - SALUD Y SERVICIOS SOCIALES;Tasa de actividad;96,5
Total nacional;Comunitat Valenciana;09 - SALUD Y SERVICIOS SOCIALES;Tasa de empleo;91,6
Total nacional;Comunitat Valenciana;09 - SALUD Y SERVICIOS SOCIALES;Tasa de paro;5,1
Total nacional;Comunitat Valenciana;Medicina;Tasa de actividad;92,6
Total nacional;Comunitat Valenciana;Medicina;Tasa de empleo;92,6
Total nacional;Comunitat Valenciana;Medicina;Tasa de paro;0,0
Total nacional;Comunitat Valenciana;Enfermería;Tasa de actividad;95,3
Total nacional;Comunitat Valenciana;Enfermería;Tasa de empleo;86,9
Total nacional;Comunitat Valenciana;Enfermería;Tasa de paro;8,8
Total nacional;Comunitat Valenciana;Salud (Otros estudios);Tasa de actividad;98,8
Total nacional;Comunitat Valenciana;Salud (Otros estudios);Tasa de empleo;95,3
Total nacional;Comunitat Valenciana;Salud (Otros estudios);Tasa de paro;3,6
Total nacional;Comunitat Valenciana;Servicios sociales;Tasa de actividad;95,8
Total nacional;Comunitat Valenciana;Servicios sociales;Tasa de empleo;88,5
Total nacional;Comunitat Valenciana;Servicios sociales;Tasa de paro;7,5
Total nacional;Comunitat Valenciana;10 - SERVICIOS;Tasa de actividad;91,1
Total nacional;Comunitat Valenciana;10 - SERVICIOS;Tasa de empleo;85,0
Total nacional;Comunitat Valenciana;10 - SERVICIOS;Tasa de paro;6,7
Total nacional;Comunitat Valenciana;Actividades físicas y deportivas;Tasa de actividad;89,8
Total nacional;Comunitat Valenciana;Actividades físicas y deportivas;Tasa de empleo;84,2
Total nacional;Comunitat Valenciana;Actividades físicas y deportivas;Tasa de paro;6,2
Total nacional;Comunitat Valenciana;Viajes, turismo y ocio;Tasa de actividad;94,0
Total nacional;Comunitat Valenciana;Viajes, turismo y ocio;Tasa de empleo;86,9
Total nacional;Comunitat Valenciana;Viajes, turismo y ocio;Tasa de paro;7,6
Total nacional;Comunitat Valenciana;Servicios (Otros estudios);Tasa de actividad;0,0
Total nacional;Comunitat Valenciana;Servicios (Otros estudios);Tasa de empleo;0,0
Total nacional;Comunitat Valenciana;Servicios (Otros estudios);Tasa de paro;0,0
Total nacional;Extremadura;TOTAL;Tasa de actividad;91,7
Total nacional;Extremadura;TOTAL;Tasa de empleo;82,0
Total nacional;Extremadura;TOTAL;Tasa de paro;10,7
Total nacional;Extremadura;01 - EDUCACIÓN;Tasa de actividad;87,2
Total nacional;Extremadura;01 - EDUCACIÓN;Tasa de empleo;70,1
Total nacional;Extremadura;01 - EDUCACIÓN;Tasa de paro;19,6
Total nacional;Extremadura;Formación de docentes de enseñanza infantil;Tasa de actividad;90,4
Total nacional;Extremadura;Formación de docentes de enseñanza infantil;Tasa de empleo;62,4
Total nacional;Extremadura;Formación de docentes de enseñanza infantil;Tasa de paro;31,0
Total nacional;Extremadura;Formación de docentes de enseñanza primaria;Tasa de actividad;85,3
Total nacional;Extremadura;Formación de docentes de enseñanza primaria;Tasa de empleo;72,0
Total nacional;Extremadura;Formación de docentes de enseñanza primaria;Tasa de paro;15,6
Total nacional;Extremadura;Educación (Otros estudios);Tasa de actividad;86,5
Total nacional;Extremadura;Educación (Otros estudios);Tasa de empleo;79,7
Total nacional;Extremadura;Educación (Otros estudios);Tasa de paro;7,8
Total nacional;Extremadura;02 - ARTES Y HUMANIDADES;Tasa de actividad;83,3
Total nacional;Extremadura;02 - ARTES Y HUMANIDADES;Tasa de empleo;65,2
Total nacional;Extremadura;02 - ARTES Y HUMANIDADES;Tasa de paro;21,8
Total nacional;Extremadura;Técnicas audiovisuales y medios de comunicación;Tasa de actividad;100,0
Total nacional;Extremadura;Técnicas audiovisuales y medios de comunicación;Tasa de empleo;82,6
Total nacional;Extremadura;Técnicas audiovisuales y medios de comunicación;Tasa de paro;17,4
Total nacional;Extremadura;Artes (Otros estudios);Tasa de actividad;100,0
Total nacional;Extremadura;Artes (Otros estudios);Tasa de empleo;69,9
Total nacional;Extremadura;Artes (Otros estudios);Tasa de paro;30,1
Total nacional;Extremadura;Humanidades;Tasa de actividad;75,0
Total nacional;Extremadura;Humanidades;Tasa de empleo;59,5
Total nacional;Extremadura;Humanidades;Tasa de paro;20,8
Total nacional;Extremadura;Lenguas;Tasa de actividad;70,9
Total nacional;Extremadura;Lenguas;Tasa de empleo;54,1
Total nacional;Extremadura;Lenguas;Tasa de paro;23,7
Total nacional;Extremadura;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de actividad;92,4
Total nacional;Extremadura;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de empleo;83,0
Total nacional;Extremadura;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de paro;10,2
Total nacional;Extremadura;Economía;Tasa de actividad;85,8
Total nacional;Extremadura;Economía;Tasa de empleo;71,6
Total nacional;Extremadura;Economía;Tasa de paro;16,6
Total nacional;Extremadura;Psicología;Tasa de actividad;0,0
Total nacional;Extremadura;Psicología;Tasa de empleo;0,0
Total nacional;Extremadura;Psicología;Tasa de paro;0,0
Total nacional;Extremadura;Ciencias sociales y del comportamiento (Otros estudios);Tasa de actividad;100,0
Total nacional;Extremadura;Ciencias sociales y del comportamiento (Otros estudios);Tasa de empleo;87,9
Total nacional;Extremadura;Ciencias sociales y del comportamiento (Otros estudios);Tasa de paro;12,1
Total nacional;Extremadura;Periodismo y documentación;Tasa de actividad;90,2
Total nacional;Extremadura;Periodismo y documentación;Tasa de empleo;90,2
Total nacional;Extremadura;Periodismo y documentación;Tasa de paro;0,0
Total nacional;Extremadura;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Tasa de actividad;91,9
Total nacional;Extremadura;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Tasa de empleo;83,0
Total nacional;Extremadura;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Tasa de paro;9,7
Total nacional;Extremadura;Dirección y administración;Tasa de actividad;99,0
Total nacional;Extremadura;Dirección y administración;Tasa de empleo;90,4
Total nacional;Extremadura;Dirección y administración;Tasa de paro;8,8
Total nacional;Extremadura;Negocios y administración (Otros estudios);Tasa de actividad;100,0
Total nacional;Extremadura;Negocios y administración (Otros estudios);Tasa de empleo;92,9
Total nacional;Extremadura;Negocios y administración (Otros estudios);Tasa de paro;7,1
Total nacional;Extremadura;Derecho;Tasa de actividad;68,2
Total nacional;Extremadura;Derecho;Tasa de empleo;58,3
Total nacional;Extremadura;Derecho;Tasa de paro;14,5
Total nacional;Extremadura;05 - CIENCIAS;Tasa de actividad;91,2
Total nacional;Extremadura;05 - CIENCIAS;Tasa de empleo;76,2
Total nacional;Extremadura;05 - CIENCIAS;Tasa de paro;16,5
Total nacional;Extremadura;Ciencias de la vida;Tasa de actividad;96,8
Total nacional;Extremadura;Ciencias de la vida;Tasa de empleo;75,0
Total nacional;Extremadura;Ciencias de la vida;Tasa de paro;22,5
Total nacional;Extremadura;Medio ambiente;Tasa de actividad;94,2
Total nacional;Extremadura;Medio ambiente;Tasa de empleo;82,4
Total nacional;Extremadura;Medio ambiente;Tasa de paro;12,5
Total nacional;Extremadura;Ciencias químicas, físicas y geológicas;Tasa de actividad;82,5
Total nacional;Extremadura;Ciencias químicas, físicas y geológicas;Tasa de empleo;74,9
Total nacional;Extremadura;Ciencias químicas, físicas y geológicas;Tasa de paro;9,1
Total nacional;Extremadura;Matemáticas y estadística;Tasa de actividad;87,7
Total nacional;Extremadura;Matemáticas y estadística;Tasa de empleo;71,1
Total nacional;Extremadura;Matemáticas y estadística;Tasa de paro;18,9
Total nacional;Extremadura;06 - INFORMÁTICA;Tasa de actividad;94,2
Total nacional;Extremadura;06 - INFORMÁTICA;Tasa de empleo;91,4
Total nacional;Extremadura;06 - INFORMÁTICA;Tasa de paro;3,1
Total nacional;Extremadura;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Tasa de actividad;92,8
Total nacional;Extremadura;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Tasa de empleo;85,9
Total nacional;Extremadura;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Tasa de paro;7,4
Total nacional;Extremadura;Ingeniería y profesiones afines;Tasa de actividad;95,0
Total nacional;Extremadura;Ingeniería y profesiones afines;Tasa de empleo;86,2
Total nacional;Extremadura;Ingeniería y profesiones afines;Tasa de paro;9,2
Total nacional;Extremadura;Industria manufacturera y producción;Tasa de actividad;93,9
Total nacional;Extremadura;Industria manufacturera y producción;Tasa de empleo;93,9
Total nacional;Extremadura;Industria manufacturera y producción;Tasa de paro;0,0
Total nacional;Extremadura;Arquitectura y construcción;Tasa de actividad;91,0
Total nacional;Extremadura;Arquitectura y construcción;Tasa de empleo;85,1
Total nacional;Extremadura;Arquitectura y construcción;Tasa de paro;6,5
Total nacional;Extremadura;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de actividad;99,2
Total nacional;Extremadura;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de empleo;95,5
Total nacional;Extremadura;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de paro;3,7
Total nacional;Extremadura;Agricultura y ganadería;Tasa de actividad;100,0
Total nacional;Extremadura;Agricultura y ganadería;Tasa de empleo;92,9
Total nacional;Extremadura;Agricultura y ganadería;Tasa de paro;7,1
Total nacional;Extremadura;Silvicultura;Tasa de actividad;95,5
Total nacional;Extremadura;Silvicultura;Tasa de empleo;95,5
Total nacional;Extremadura;Silvicultura;Tasa de paro;0,0
Total nacional;Extremadura;Veterinaria;Tasa de actividad;100,0
Total nacional;Extremadura;Veterinaria;Tasa de empleo;97,3
Total nacional;Extremadura;Veterinaria;Tasa de paro;2,7
Total nacional;Extremadura;09 - SALUD Y SERVICIOS SOCIALES;Tasa de actividad;97,2
Total nacional;Extremadura;09 - SALUD Y SERVICIOS SOCIALES;Tasa de empleo;94,9
Total nacional;Extremadura;09 - SALUD Y SERVICIOS SOCIALES;Tasa de paro;2,4
Total nacional;Extremadura;Medicina;Tasa de actividad;97,3
Total nacional;Extremadura;Medicina;Tasa de empleo;97,3
Total nacional;Extremadura;Medicina;Tasa de paro;0,0
Total nacional;Extremadura;Enfermería;Tasa de actividad;98,2
Total nacional;Extremadura;Enfermería;Tasa de empleo;96,5
Total nacional;Extremadura;Enfermería;Tasa de paro;1,8
Total nacional;Extremadura;Salud (Otros estudios);Tasa de actividad;94,4
Total nacional;Extremadura;Salud (Otros estudios);Tasa de empleo;90,4
Total nacional;Extremadura;Salud (Otros estudios);Tasa de paro;4,2
Total nacional;Extremadura;Servicios sociales;Tasa de actividad;100,0
Total nacional;Extremadura;Servicios sociales;Tasa de empleo;86,1
Total nacional;Extremadura;Servicios sociales;Tasa de paro;13,9
Total nacional;Extremadura;10 - SERVICIOS;Tasa de actividad;87,6
Total nacional;Extremadura;10 - SERVICIOS;Tasa de empleo;73,8
Total nacional;Extremadura;10 - SERVICIOS;Tasa de paro;15,7
Total nacional;Extremadura;Actividades físicas y deportivas;Tasa de actividad;86,9
Total nacional;Extremadura;Actividades físicas y deportivas;Tasa de empleo;76,0
Total nacional;Extremadura;Actividades físicas y deportivas;Tasa de paro;12,5
Total nacional;Extremadura;Viajes, turismo y ocio;Tasa de actividad;92,4
Total nacional;Extremadura;Viajes, turismo y ocio;Tasa de empleo;59,1
Total nacional;Extremadura;Viajes, turismo y ocio;Tasa de paro;36,1
Total nacional;Extremadura;Servicios (Otros estudios);Tasa de actividad;0,0
Total nacional;Extremadura;Servicios (Otros estudios);Tasa de empleo;0,0
Total nacional;Extremadura;Servicios (Otros estudios);Tasa de paro;0,0
Total nacional;Galicia;TOTAL;Tasa de actividad;91,4
Total nacional;Galicia;TOTAL;Tasa de empleo;83,3
Total nacional;Galicia;TOTAL;Tasa de paro;8,8
Total nacional;Galicia;01 - EDUCACIÓN;Tasa de actividad;89,7
Total nacional;Galicia;01 - EDUCACIÓN;Tasa de empleo;80,7
Total nacional;Galicia;01 - EDUCACIÓN;Tasa de paro;10,1
Total nacional;Galicia;Formación de docentes de enseñanza infantil;Tasa de actividad;91,0
Total nacional;Galicia;Formación de docentes de enseñanza infantil;Tasa de empleo;83,1
Total nacional;Galicia;Formación de docentes de enseñanza infantil;Tasa de paro;8,7
Total nacional;Galicia;Formación de docentes de enseñanza primaria;Tasa de actividad;87,7
Total nacional;Galicia;Formación de docentes de enseñanza primaria;Tasa de empleo;81,4
Total nacional;Galicia;Formación de docentes de enseñanza primaria;Tasa de paro;7,2
Total nacional;Galicia;Educación (Otros estudios);Tasa de actividad;90,5
Total nacional;Galicia;Educación (Otros estudios);Tasa de empleo;77,9
Total nacional;Galicia;Educación (Otros estudios);Tasa de paro;13,9
Total nacional;Galicia;02 - ARTES Y HUMANIDADES;Tasa de actividad;88,7
Total nacional;Galicia;02 - ARTES Y HUMANIDADES;Tasa de empleo;74,4
Total nacional;Galicia;02 - ARTES Y HUMANIDADES;Tasa de paro;16,2
Total nacional;Galicia;Técnicas audiovisuales y medios de comunicación;Tasa de actividad;95,2
Total nacional;Galicia;Técnicas audiovisuales y medios de comunicación;Tasa de empleo;86,5
Total nacional;Galicia;Técnicas audiovisuales y medios de comunicación;Tasa de paro;9,1
Total nacional;Galicia;Artes (Otros estudios);Tasa de actividad;81,9
Total nacional;Galicia;Artes (Otros estudios);Tasa de empleo;65,7
Total nacional;Galicia;Artes (Otros estudios);Tasa de paro;19,9
Total nacional;Galicia;Humanidades;Tasa de actividad;78,3
Total nacional;Galicia;Humanidades;Tasa de empleo;61,6
Total nacional;Galicia;Humanidades;Tasa de paro;21,4
Total nacional;Galicia;Lenguas;Tasa de actividad;95,1
Total nacional;Galicia;Lenguas;Tasa de empleo;81,1
Total nacional;Galicia;Lenguas;Tasa de paro;14,7
Total nacional;Galicia;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de actividad;92,3
Total nacional;Galicia;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de empleo;80,2
Total nacional;Galicia;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de paro;13,1
Total nacional;Galicia;Economía;Tasa de actividad;94,7
Total nacional;Galicia;Economía;Tasa de empleo;88,4
Total nacional;Galicia;Economía;Tasa de paro;6,7
Total nacional;Galicia;Psicología;Tasa de actividad;96,2
Total nacional;Galicia;Psicología;Tasa de empleo;86,7
Total nacional;Galicia;Psicología;Tasa de paro;9,9
Total nacional;Galicia;Ciencias sociales y del comportamiento (Otros estudios);Tasa de actividad;85,7
Total nacional;Galicia;Ciencias sociales y del comportamiento (Otros estudios);Tasa de empleo;64,9
Total nacional;Galicia;Ciencias sociales y del comportamiento (Otros estudios);Tasa de paro;24,3
Total nacional;Galicia;Periodismo y documentación;Tasa de actividad;87,5
Total nacional;Galicia;Periodismo y documentación;Tasa de empleo;70,1
Total nacional;Galicia;Periodismo y documentación;Tasa de paro;19,9
Total nacional;Galicia;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Tasa de actividad;83,2
Total nacional;Galicia;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Tasa de empleo;72,9
Total nacional;Galicia;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Tasa de paro;12,4
Total nacional;Galicia;Dirección y administración;Tasa de actividad;85,6
Total nacional;Galicia;Dirección y administración;Tasa de empleo;75,4
Total nacional;Galicia;Dirección y administración;Tasa de paro;11,9
Total nacional;Galicia;Negocios y administración (Otros estudios);Tasa de actividad;94,2
Total nacional;Galicia;Negocios y administración (Otros estudios);Tasa de empleo;69,4
Total nacional;Galicia;Negocios y administración (Otros estudios);Tasa de paro;26,3
Total nacional;Galicia;Derecho;Tasa de actividad;77,5
Total nacional;Galicia;Derecho;Tasa de empleo;68,7
Total nacional;Galicia;Derecho;Tasa de paro;11,4
Total nacional;Galicia;05 - CIENCIAS;Tasa de actividad;91,6
Total nacional;Galicia;05 - CIENCIAS;Tasa de empleo;82,1
Total nacional;Galicia;05 - CIENCIAS;Tasa de paro;10,4
Total nacional;Galicia;Ciencias de la vida;Tasa de actividad;95,2
Total nacional;Galicia;Ciencias de la vida;Tasa de empleo;83,0
Total nacional;Galicia;Ciencias de la vida;Tasa de paro;12,8
Total nacional;Galicia;Medio ambiente;Tasa de actividad;89,2
Total nacional;Galicia;Medio ambiente;Tasa de empleo;80,5
Total nacional;Galicia;Medio ambiente;Tasa de paro;9,8
Total nacional;Galicia;Ciencias químicas, físicas y geológicas;Tasa de actividad;88,1
Total nacional;Galicia;Ciencias químicas, físicas y geológicas;Tasa de empleo;79,9
Total nacional;Galicia;Ciencias químicas, físicas y geológicas;Tasa de paro;9,3
Total nacional;Galicia;Matemáticas y estadística;Tasa de actividad;93,5
Total nacional;Galicia;Matemáticas y estadística;Tasa de empleo;90,3
Total nacional;Galicia;Matemáticas y estadística;Tasa de paro;3,4
Total nacional;Galicia;06 - INFORMÁTICA;Tasa de actividad;98,8
Total nacional;Galicia;06 - INFORMÁTICA;Tasa de empleo;95,0
Total nacional;Galicia;06 - INFORMÁTICA;Tasa de paro;3,8
